filename,location_str,lat_lower,lat_upper,lon_lower,lon_upper
ESA_WorldCover_10m_2021_v200_S12E036_Map.tif,S12E036,-12,-9,36,39
ESA_WorldCover_10m_2021_v200_S12E039_Map.tif,S12E039,-12,-9,39,42
ESA_WorldCover_10m_2021_v200_S12E042_Map.tif,S12E042,-12,-9,42,45
ESA_WorldCover_10m_2021_v200_S12E045_Map.tif,S12E045,-12,-9,45,48
ESA_WorldCover_10m_2021_v200_S12E048_Map.tif,S12E048,-12,-9,48,51
ESA_WorldCover_10m_2021_v200_S12E051_Map.tif,S12E051,-12,-9,51,54
ESA_WorldCover_10m_2021_v200_S12E105_Map.tif,S12E105,-12,-9,105,108
ESA_WorldCover_10m_2021_v200_S12E114_Map.tif,S12E114,-12,-9,114,117
ESA_WorldCover_10m_2021_v200_S12E117_Map.tif,S12E117,-12,-9,117,120
ESA_WorldCover_10m_2021_v200_S12E120_Map.tif,S12E120,-12,-9,120,123
ESA_WorldCover_10m_2021_v200_S12E123_Map.tif,S12E123,-12,-9,123,126
ESA_WorldCover_10m_2021_v200_S12E126_Map.tif,S12E126,-12,-9,126,129
ESA_WorldCover_10m_2021_v200_S12E129_Map.tif,S12E129,-12,-9,129,132
ESA_WorldCover_10m_2021_v200_S12E132_Map.tif,S12E132,-12,-9,132,135
ESA_WorldCover_10m_2021_v200_S12E135_Map.tif,S12E135,-12,-9,135,138
ESA_WorldCover_10m_2021_v200_S12E138_Map.tif,S12E138,-12,-9,138,141
ESA_WorldCover_10m_2021_v200_S12E141_Map.tif,S12E141,-12,-9,141,144
ESA_WorldCover_10m_2021_v200_S12E144_Map.tif,S12E144,-12,-9,144,147
ESA_WorldCover_10m_2021_v200_S12E147_Map.tif,S12E147,-12,-9,147,150
ESA_WorldCover_10m_2021_v200_S12E150_Map.tif,S12E150,-12,-9,150,153
ESA_WorldCover_10m_2021_v200_S12E153_Map.tif,S12E153,-12,-9,153,156
ESA_WorldCover_10m_2021_v200_S12E156_Map.tif,S12E156,-12,-9,156,159
ESA_WorldCover_10m_2021_v200_S12E159_Map.tif,S12E159,-12,-9,159,162
ESA_WorldCover_10m_2021_v200_S12E162_Map.tif,S12E162,-12,-9,162,165
ESA_WorldCover_10m_2021_v200_S12E165_Map.tif,S12E165,-12,-9,165,168
ESA_WorldCover_10m_2021_v200_S12E177_Map.tif,S12E177,-12,-9,177,180
ESA_WorldCover_10m_2021_v200_S12W036_Map.tif,S12W036,-12,-9,-36,-33
ESA_WorldCover_10m_2021_v200_S12W039_Map.tif,S12W039,-12,-9,-39,-36
ESA_WorldCover_10m_2021_v200_S12W042_Map.tif,S12W042,-12,-9,-42,-39
ESA_WorldCover_10m_2021_v200_S12W045_Map.tif,S12W045,-12,-9,-45,-42
ESA_WorldCover_10m_2021_v200_S12W048_Map.tif,S12W048,-12,-9,-48,-45
ESA_WorldCover_10m_2021_v200_S12W051_Map.tif,S12W051,-12,-9,-51,-48
ESA_WorldCover_10m_2021_v200_S12W054_Map.tif,S12W054,-12,-9,-54,-51
ESA_WorldCover_10m_2021_v200_S12W057_Map.tif,S12W057,-12,-9,-57,-54
ESA_WorldCover_10m_2021_v200_S12W060_Map.tif,S12W060,-12,-9,-60,-57
ESA_WorldCover_10m_2021_v200_S12W063_Map.tif,S12W063,-12,-9,-63,-60
ESA_WorldCover_10m_2021_v200_S12W066_Map.tif,S12W066,-12,-9,-66,-63
ESA_WorldCover_10m_2021_v200_S12W069_Map.tif,S12W069,-12,-9,-69,-66
ESA_WorldCover_10m_2021_v200_S12W072_Map.tif,S12W072,-12,-9,-72,-69
ESA_WorldCover_10m_2021_v200_S12W075_Map.tif,S12W075,-12,-9,-75,-72
ESA_WorldCover_10m_2021_v200_S12W078_Map.tif,S12W078,-12,-9,-78,-75
ESA_WorldCover_10m_2021_v200_S12W081_Map.tif,S12W081,-12,-9,-81,-78
ESA_WorldCover_10m_2021_v200_S12W141_Map.tif,S12W141,-12,-9,-141,-138
ESA_WorldCover_10m_2021_v200_S12W153_Map.tif,S12W153,-12,-9,-153,-150
ESA_WorldCover_10m_2021_v200_S12W159_Map.tif,S12W159,-12,-9,-159,-156
ESA_WorldCover_10m_2021_v200_S15E012_Map.tif,S15E012,-15,-12,12,15
ESA_WorldCover_10m_2021_v200_S15E015_Map.tif,S15E015,-15,-12,15,18
ESA_WorldCover_10m_2021_v200_S15E018_Map.tif,S15E018,-15,-12,18,21
ESA_WorldCover_10m_2021_v200_S15E021_Map.tif,S15E021,-15,-12,21,24
ESA_WorldCover_10m_2021_v200_S15E024_Map.tif,S15E024,-15,-12,24,27
ESA_WorldCover_10m_2021_v200_S15E027_Map.tif,S15E027,-15,-12,27,30
ESA_WorldCover_10m_2021_v200_S15E030_Map.tif,S15E030,-15,-12,30,33
ESA_WorldCover_10m_2021_v200_S15E033_Map.tif,S15E033,-15,-12,33,36
ESA_WorldCover_10m_2021_v200_S15E036_Map.tif,S15E036,-15,-12,36,39
ESA_WorldCover_10m_2021_v200_S15E039_Map.tif,S15E039,-15,-12,39,42
ESA_WorldCover_10m_2021_v200_S15E042_Map.tif,S15E042,-15,-12,42,45
ESA_WorldCover_10m_2021_v200_S15E045_Map.tif,S15E045,-15,-12,45,48
ESA_WorldCover_10m_2021_v200_S15E048_Map.tif,S15E048,-15,-12,48,51
ESA_WorldCover_10m_2021_v200_S15E120_Map.tif,S15E120,-15,-12,120,123
ESA_WorldCover_10m_2021_v200_S15E123_Map.tif,S15E123,-15,-12,123,126
ESA_WorldCover_10m_2021_v200_S15E126_Map.tif,S15E126,-15,-12,126,129
ESA_WorldCover_10m_2021_v200_S15E129_Map.tif,S15E129,-15,-12,129,132
ESA_WorldCover_10m_2021_v200_S15E132_Map.tif,S15E132,-15,-12,132,135
ESA_WorldCover_10m_2021_v200_S15E135_Map.tif,S15E135,-15,-12,135,138
ESA_WorldCover_10m_2021_v200_S15E141_Map.tif,S15E141,-15,-12,141,144
ESA_WorldCover_10m_2021_v200_S15E144_Map.tif,S15E144,-15,-12,144,147
ESA_WorldCover_10m_2021_v200_S15E165_Map.tif,S15E165,-15,-12,165,168
ESA_WorldCover_10m_2021_v200_S15E168_Map.tif,S15E168,-15,-12,168,171
ESA_WorldCover_10m_2021_v200_S15W039_Map.tif,S15W039,-15,-12,-39,-36
ESA_WorldCover_10m_2021_v200_S15W042_Map.tif,S15W042,-15,-12,-42,-39
ESA_WorldCover_10m_2021_v200_S15W045_Map.tif,S15W045,-15,-12,-45,-42
ESA_WorldCover_10m_2021_v200_S15W048_Map.tif,S15W048,-15,-12,-48,-45
ESA_WorldCover_10m_2021_v200_S15W051_Map.tif,S15W051,-15,-12,-51,-48
ESA_WorldCover_10m_2021_v200_S15W054_Map.tif,S15W054,-15,-12,-54,-51
ESA_WorldCover_10m_2021_v200_S15W057_Map.tif,S15W057,-15,-12,-57,-54
ESA_WorldCover_10m_2021_v200_S15W060_Map.tif,S15W060,-15,-12,-60,-57
ESA_WorldCover_10m_2021_v200_S15W063_Map.tif,S15W063,-15,-12,-63,-60
ESA_WorldCover_10m_2021_v200_S15W066_Map.tif,S15W066,-15,-12,-66,-63
ESA_WorldCover_10m_2021_v200_S15W069_Map.tif,S15W069,-15,-12,-69,-66
ESA_WorldCover_10m_2021_v200_S15W072_Map.tif,S15W072,-15,-12,-72,-69
ESA_WorldCover_10m_2021_v200_S15W075_Map.tif,S15W075,-15,-12,-75,-72
ESA_WorldCover_10m_2021_v200_S15W078_Map.tif,S15W078,-15,-12,-78,-75
ESA_WorldCover_10m_2021_v200_S15W141_Map.tif,S15W141,-15,-12,-141,-138
ESA_WorldCover_10m_2021_v200_S15W144_Map.tif,S15W144,-15,-12,-144,-141
ESA_WorldCover_10m_2021_v200_S15W147_Map.tif,S15W147,-15,-12,-147,-144
ESA_WorldCover_10m_2021_v200_S15W150_Map.tif,S15W150,-15,-12,-150,-147
ESA_WorldCover_10m_2021_v200_S15W171_Map.tif,S15W171,-15,-12,-171,-168
ESA_WorldCover_10m_2021_v200_S15W174_Map.tif,S15W174,-15,-12,-174,-171
ESA_WorldCover_10m_2021_v200_S15W177_Map.tif,S15W177,-15,-12,-177,-174
ESA_WorldCover_10m_2021_v200_S15W180_Map.tif,S15W180,-15,-12,-180,-177
ESA_WorldCover_10m_2021_v200_S18E009_Map.tif,S18E009,-18,-15,9,12
ESA_WorldCover_10m_2021_v200_S18E012_Map.tif,S18E012,-18,-15,12,15
ESA_WorldCover_10m_2021_v200_S18E015_Map.tif,S18E015,-18,-15,15,18
ESA_WorldCover_10m_2021_v200_S18E018_Map.tif,S18E018,-18,-15,18,21
ESA_WorldCover_10m_2021_v200_S18E021_Map.tif,S18E021,-18,-15,21,24
ESA_WorldCover_10m_2021_v200_S18E024_Map.tif,S18E024,-18,-15,24,27
ESA_WorldCover_10m_2021_v200_S18E027_Map.tif,S18E027,-18,-15,27,30
ESA_WorldCover_10m_2021_v200_S18E030_Map.tif,S18E030,-18,-15,30,33
ESA_WorldCover_10m_2021_v200_S18E033_Map.tif,S18E033,-18,-15,33,36
ESA_WorldCover_10m_2021_v200_S18E036_Map.tif,S18E036,-18,-15,36,39
ESA_WorldCover_10m_2021_v200_S18E039_Map.tif,S18E039,-18,-15,39,42
ESA_WorldCover_10m_2021_v200_S18E042_Map.tif,S18E042,-18,-15,42,45
ESA_WorldCover_10m_2021_v200_S18E045_Map.tif,S18E045,-18,-15,45,48
ESA_WorldCover_10m_2021_v200_S18E048_Map.tif,S18E048,-18,-15,48,51
ESA_WorldCover_10m_2021_v200_S18E054_Map.tif,S18E054,-18,-15,54,57
ESA_WorldCover_10m_2021_v200_S18E117_Map.tif,S18E117,-18,-15,117,120
ESA_WorldCover_10m_2021_v200_S18E120_Map.tif,S18E120,-18,-15,120,123
ESA_WorldCover_10m_2021_v200_S18E123_Map.tif,S18E123,-18,-15,123,126
ESA_WorldCover_10m_2021_v200_S18E126_Map.tif,S18E126,-18,-15,126,129
ESA_WorldCover_10m_2021_v200_S18E129_Map.tif,S18E129,-18,-15,129,132
ESA_WorldCover_10m_2021_v200_S18E132_Map.tif,S18E132,-18,-15,132,135
ESA_WorldCover_10m_2021_v200_S18E135_Map.tif,S18E135,-18,-15,135,138
ESA_WorldCover_10m_2021_v200_S18E138_Map.tif,S18E138,-18,-15,138,141
ESA_WorldCover_10m_2021_v200_S18E141_Map.tif,S18E141,-18,-15,141,144
ESA_WorldCover_10m_2021_v200_S18E144_Map.tif,S18E144,-18,-15,144,147
ESA_WorldCover_10m_2021_v200_S18E147_Map.tif,S18E147,-18,-15,147,150
ESA_WorldCover_10m_2021_v200_S18E150_Map.tif,S18E150,-18,-15,150,153
ESA_WorldCover_10m_2021_v200_S18E162_Map.tif,S18E162,-18,-15,162,165
ESA_WorldCover_10m_2021_v200_S18E165_Map.tif,S18E165,-18,-15,165,168
ESA_WorldCover_10m_2021_v200_S18E168_Map.tif,S18E168,-18,-15,168,171
ESA_WorldCover_10m_2021_v200_S18E174_Map.tif,S18E174,-18,-15,174,177
ESA_WorldCover_10m_2021_v200_S18E177_Map.tif,S18E177,-18,-15,177,180
ESA_WorldCover_10m_2021_v200_S18W006_Map.tif,S18W006,-18,-15,-6,-3
ESA_WorldCover_10m_2021_v200_S18W039_Map.tif,S18W039,-18,-15,-39,-36
ESA_WorldCover_10m_2021_v200_S18W042_Map.tif,S18W042,-18,-15,-42,-39
ESA_WorldCover_10m_2021_v200_S18W045_Map.tif,S18W045,-18,-15,-45,-42
ESA_WorldCover_10m_2021_v200_S18W048_Map.tif,S18W048,-18,-15,-48,-45
ESA_WorldCover_10m_2021_v200_S18W051_Map.tif,S18W051,-18,-15,-51,-48
ESA_WorldCover_10m_2021_v200_S18W054_Map.tif,S18W054,-18,-15,-54,-51
ESA_WorldCover_10m_2021_v200_S18W057_Map.tif,S18W057,-18,-15,-57,-54
ESA_WorldCover_10m_2021_v200_S18W060_Map.tif,S18W060,-18,-15,-60,-57
ESA_WorldCover_10m_2021_v200_S18W063_Map.tif,S18W063,-18,-15,-63,-60
ESA_WorldCover_10m_2021_v200_S18W066_Map.tif,S18W066,-18,-15,-66,-63
ESA_WorldCover_10m_2021_v200_S18W069_Map.tif,S18W069,-18,-15,-69,-66
ESA_WorldCover_10m_2021_v200_S18W072_Map.tif,S18W072,-18,-15,-72,-69
ESA_WorldCover_10m_2021_v200_S18W075_Map.tif,S18W075,-18,-15,-75,-72
ESA_WorldCover_10m_2021_v200_S18W078_Map.tif,S18W078,-18,-15,-78,-75
ESA_WorldCover_10m_2021_v200_S18W141_Map.tif,S18W141,-18,-15,-141,-138
ESA_WorldCover_10m_2021_v200_S18W144_Map.tif,S18W144,-18,-15,-144,-141
ESA_WorldCover_10m_2021_v200_S18W147_Map.tif,S18W147,-18,-15,-147,-144
ESA_WorldCover_10m_2021_v200_S18W150_Map.tif,S18W150,-18,-15,-150,-147
ESA_WorldCover_10m_2021_v200_S18W153_Map.tif,S18W153,-18,-15,-153,-150
ESA_WorldCover_10m_2021_v200_S18W156_Map.tif,S18W156,-18,-15,-156,-153
ESA_WorldCover_10m_2021_v200_S18W174_Map.tif,S18W174,-18,-15,-174,-171
ESA_WorldCover_10m_2021_v200_S18W177_Map.tif,S18W177,-18,-15,-177,-174
ESA_WorldCover_10m_2021_v200_S18W180_Map.tif,S18W180,-18,-15,-180,-177
ESA_WorldCover_10m_2021_v200_S21E009_Map.tif,S21E009,-21,-18,9,12
ESA_WorldCover_10m_2021_v200_S21E012_Map.tif,S21E012,-21,-18,12,15
ESA_WorldCover_10m_2021_v200_S21E015_Map.tif,S21E015,-21,-18,15,18
ESA_WorldCover_10m_2021_v200_S21E018_Map.tif,S21E018,-21,-18,18,21
ESA_WorldCover_10m_2021_v200_S21E021_Map.tif,S21E021,-21,-18,21,24
ESA_WorldCover_10m_2021_v200_S21E024_Map.tif,S21E024,-21,-18,24,27
ESA_WorldCover_10m_2021_v200_S21E027_Map.tif,S21E027,-21,-18,27,30
ESA_WorldCover_10m_2021_v200_S21E030_Map.tif,S21E030,-21,-18,30,33
ESA_WorldCover_10m_2021_v200_S21E033_Map.tif,S21E033,-21,-18,33,36
ESA_WorldCover_10m_2021_v200_S21E036_Map.tif,S21E036,-21,-18,36,39
ESA_WorldCover_10m_2021_v200_S21E042_Map.tif,S21E042,-21,-18,42,45
ESA_WorldCover_10m_2021_v200_S21E045_Map.tif,S21E045,-21,-18,45,48
ESA_WorldCover_10m_2021_v200_S21E048_Map.tif,S21E048,-21,-18,48,51
ESA_WorldCover_10m_2021_v200_S21E054_Map.tif,S21E054,-21,-18,54,57
ESA_WorldCover_10m_2021_v200_S21E057_Map.tif,S21E057,-21,-18,57,60
ESA_WorldCover_10m_2021_v200_S21E063_Map.tif,S21E063,-21,-18,63,66
ESA_WorldCover_10m_2021_v200_S21E114_Map.tif,S21E114,-21,-18,114,117
ESA_WorldCover_10m_2021_v200_S21E117_Map.tif,S21E117,-21,-18,117,120
ESA_WorldCover_10m_2021_v200_S21E120_Map.tif,S21E120,-21,-18,120,123
ESA_WorldCover_10m_2021_v200_S21E123_Map.tif,S21E123,-21,-18,123,126
ESA_WorldCover_10m_2021_v200_S21E126_Map.tif,S21E126,-21,-18,126,129
ESA_WorldCover_10m_2021_v200_S21E129_Map.tif,S21E129,-21,-18,129,132
ESA_WorldCover_10m_2021_v200_S21E132_Map.tif,S21E132,-21,-18,132,135
ESA_WorldCover_10m_2021_v200_S21E135_Map.tif,S21E135,-21,-18,135,138
ESA_WorldCover_10m_2021_v200_S21E138_Map.tif,S21E138,-21,-18,138,141
ESA_WorldCover_10m_2021_v200_S21E141_Map.tif,S21E141,-21,-18,141,144
ESA_WorldCover_10m_2021_v200_S21E144_Map.tif,S21E144,-21,-18,144,147
ESA_WorldCover_10m_2021_v200_S21E147_Map.tif,S21E147,-21,-18,147,150
ESA_WorldCover_10m_2021_v200_S21E150_Map.tif,S21E150,-21,-18,150,153
ESA_WorldCover_10m_2021_v200_S21E156_Map.tif,S21E156,-21,-18,156,159
ESA_WorldCover_10m_2021_v200_S21E159_Map.tif,S21E159,-21,-18,159,162
ESA_WorldCover_10m_2021_v200_S21E162_Map.tif,S21E162,-21,-18,162,165
ESA_WorldCover_10m_2021_v200_S21E165_Map.tif,S21E165,-21,-18,165,168
ESA_WorldCover_10m_2021_v200_S21E168_Map.tif,S21E168,-21,-18,168,171
ESA_WorldCover_10m_2021_v200_S21E177_Map.tif,S21E177,-21,-18,177,180
ESA_WorldCover_10m_2021_v200_S21W039_Map.tif,S21W039,-21,-18,-39,-36
ESA_WorldCover_10m_2021_v200_S21W042_Map.tif,S21W042,-21,-18,-42,-39
ESA_WorldCover_10m_2021_v200_S21W045_Map.tif,S21W045,-21,-18,-45,-42
ESA_WorldCover_10m_2021_v200_S21W048_Map.tif,S21W048,-21,-18,-48,-45
ESA_WorldCover_10m_2021_v200_S21W051_Map.tif,S21W051,-21,-18,-51,-48
ESA_WorldCover_10m_2021_v200_S21W054_Map.tif,S21W054,-21,-18,-54,-51
ESA_WorldCover_10m_2021_v200_S21W057_Map.tif,S21W057,-21,-18,-57,-54
ESA_WorldCover_10m_2021_v200_S21W060_Map.tif,S21W060,-21,-18,-60,-57
ESA_WorldCover_10m_2021_v200_S21W063_Map.tif,S21W063,-21,-18,-63,-60
ESA_WorldCover_10m_2021_v200_S21W066_Map.tif,S21W066,-21,-18,-66,-63
ESA_WorldCover_10m_2021_v200_S21W069_Map.tif,S21W069,-21,-18,-69,-66
ESA_WorldCover_10m_2021_v200_S21W072_Map.tif,S21W072,-21,-18,-72,-69
ESA_WorldCover_10m_2021_v200_S21W138_Map.tif,S21W138,-21,-18,-138,-135
ESA_WorldCover_10m_2021_v200_S21W141_Map.tif,S21W141,-21,-18,-141,-138
ESA_WorldCover_10m_2021_v200_S21W144_Map.tif,S21W144,-21,-18,-144,-141
ESA_WorldCover_10m_2021_v200_S21W147_Map.tif,S21W147,-21,-18,-147,-144
ESA_WorldCover_10m_2021_v200_S21W159_Map.tif,S21W159,-21,-18,-159,-156
ESA_WorldCover_10m_2021_v200_S21W162_Map.tif,S21W162,-21,-18,-162,-159
ESA_WorldCover_10m_2021_v200_S21W171_Map.tif,S21W171,-21,-18,-171,-168
ESA_WorldCover_10m_2021_v200_S21W174_Map.tif,S21W174,-21,-18,-174,-171
ESA_WorldCover_10m_2021_v200_S21W177_Map.tif,S21W177,-21,-18,-177,-174
ESA_WorldCover_10m_2021_v200_S21W180_Map.tif,S21W180,-21,-18,-180,-177
ESA_WorldCover_10m_2021_v200_S24E012_Map.tif,S24E012,-24,-21,12,15
ESA_WorldCover_10m_2021_v200_S24E015_Map.tif,S24E015,-24,-21,15,18
ESA_WorldCover_10m_2021_v200_S24E018_Map.tif,S24E018,-24,-21,18,21
ESA_WorldCover_10m_2021_v200_S24E021_Map.tif,S24E021,-24,-21,21,24
ESA_WorldCover_10m_2021_v200_S24E024_Map.tif,S24E024,-24,-21,24,27
ESA_WorldCover_10m_2021_v200_S24E027_Map.tif,S24E027,-24,-21,27,30
ESA_WorldCover_10m_2021_v200_S24E030_Map.tif,S24E030,-24,-21,30,33
ESA_WorldCover_10m_2021_v200_S24E033_Map.tif,S24E033,-24,-21,33,36
ESA_WorldCover_10m_2021_v200_S24E039_Map.tif,S24E039,-24,-21,39,42
ESA_WorldCover_10m_2021_v200_S24E042_Map.tif,S24E042,-24,-21,42,45
ESA_WorldCover_10m_2021_v200_S24E045_Map.tif,S24E045,-24,-21,45,48
ESA_WorldCover_10m_2021_v200_S24E048_Map.tif,S24E048,-24,-21,48,51
ESA_WorldCover_10m_2021_v200_S24E054_Map.tif,S24E054,-24,-21,54,57
ESA_WorldCover_10m_2021_v200_S24E111_Map.tif,S24E111,-24,-21,111,114
ESA_WorldCover_10m_2021_v200_S24E114_Map.tif,S24E114,-24,-21,114,117
ESA_WorldCover_10m_2021_v200_S24E117_Map.tif,S24E117,-24,-21,117,120
ESA_WorldCover_10m_2021_v200_S24E120_Map.tif,S24E120,-24,-21,120,123
ESA_WorldCover_10m_2021_v200_S24E123_Map.tif,S24E123,-24,-21,123,126
ESA_WorldCover_10m_2021_v200_S24E126_Map.tif,S24E126,-24,-21,126,129
ESA_WorldCover_10m_2021_v200_S24E129_Map.tif,S24E129,-24,-21,129,132
ESA_WorldCover_10m_2021_v200_S24E132_Map.tif,S24E132,-24,-21,132,135
ESA_WorldCover_10m_2021_v200_S24E135_Map.tif,S24E135,-24,-21,135,138
ESA_WorldCover_10m_2021_v200_S24E138_Map.tif,S24E138,-24,-21,138,141
ESA_WorldCover_10m_2021_v200_S24E141_Map.tif,S24E141,-24,-21,141,144
ESA_WorldCover_10m_2021_v200_S24E144_Map.tif,S24E144,-24,-21,144,147
ESA_WorldCover_10m_2021_v200_S24E147_Map.tif,S24E147,-24,-21,147,150
ESA_WorldCover_10m_2021_v200_S24E150_Map.tif,S24E150,-24,-21,150,153
ESA_WorldCover_10m_2021_v200_S24E153_Map.tif,S24E153,-24,-21,153,156
ESA_WorldCover_10m_2021_v200_S24E162_Map.tif,S24E162,-24,-21,162,165
ESA_WorldCover_10m_2021_v200_S24E165_Map.tif,S24E165,-24,-21,165,168
ESA_WorldCover_10m_2021_v200_S24E168_Map.tif,S24E168,-24,-21,168,171
ESA_WorldCover_10m_2021_v200_S24E171_Map.tif,S24E171,-24,-21,171,174
ESA_WorldCover_10m_2021_v200_S24W042_Map.tif,S24W042,-24,-21,-42,-39
ESA_WorldCover_10m_2021_v200_S24W045_Map.tif,S24W045,-24,-21,-45,-42
ESA_WorldCover_10m_2021_v200_S24W048_Map.tif,S24W048,-24,-21,-48,-45
ESA_WorldCover_10m_2021_v200_S24W051_Map.tif,S24W051,-24,-21,-51,-48
ESA_WorldCover_10m_2021_v200_S24W054_Map.tif,S24W054,-24,-21,-54,-51
ESA_WorldCover_10m_2021_v200_S24W057_Map.tif,S24W057,-24,-21,-57,-54
ESA_WorldCover_10m_2021_v200_S24W060_Map.tif,S24W060,-24,-21,-60,-57
ESA_WorldCover_10m_2021_v200_S24W063_Map.tif,S24W063,-24,-21,-63,-60
ESA_WorldCover_10m_2021_v200_S24W066_Map.tif,S24W066,-24,-21,-66,-63
ESA_WorldCover_10m_2021_v200_S24W069_Map.tif,S24W069,-24,-21,-69,-66
ESA_WorldCover_10m_2021_v200_S24W072_Map.tif,S24W072,-24,-21,-72,-69
ESA_WorldCover_10m_2021_v200_S24W132_Map.tif,S24W132,-24,-21,-132,-129
ESA_WorldCover_10m_2021_v200_S24W135_Map.tif,S24W135,-24,-21,-135,-132
ESA_WorldCover_10m_2021_v200_S24W138_Map.tif,S24W138,-24,-21,-138,-135
ESA_WorldCover_10m_2021_v200_S24W141_Map.tif,S24W141,-24,-21,-141,-138
ESA_WorldCover_10m_2021_v200_S24W150_Map.tif,S24W150,-24,-21,-150,-147
ESA_WorldCover_10m_2021_v200_S24W153_Map.tif,S24W153,-24,-21,-153,-150
ESA_WorldCover_10m_2021_v200_S24W156_Map.tif,S24W156,-24,-21,-156,-153
ESA_WorldCover_10m_2021_v200_S24W159_Map.tif,S24W159,-24,-21,-159,-156
ESA_WorldCover_10m_2021_v200_S24W162_Map.tif,S24W162,-24,-21,-162,-159
ESA_WorldCover_10m_2021_v200_S24W177_Map.tif,S24W177,-24,-21,-177,-174
ESA_WorldCover_10m_2021_v200_S24W180_Map.tif,S24W180,-24,-21,-180,-177
ESA_WorldCover_10m_2021_v200_S27E012_Map.tif,S27E012,-27,-24,12,15
ESA_WorldCover_10m_2021_v200_S27E015_Map.tif,S27E015,-27,-24,15,18
ESA_WorldCover_10m_2021_v200_S27E018_Map.tif,S27E018,-27,-24,18,21
ESA_WorldCover_10m_2021_v200_S27E021_Map.tif,S27E021,-27,-24,21,24
ESA_WorldCover_10m_2021_v200_S27E024_Map.tif,S27E024,-27,-24,24,27
ESA_WorldCover_10m_2021_v200_S27E027_Map.tif,S27E027,-27,-24,27,30
ESA_WorldCover_10m_2021_v200_S27E030_Map.tif,S27E030,-27,-24,30,33
ESA_WorldCover_10m_2021_v200_S27E033_Map.tif,S27E033,-27,-24,33,36
ESA_WorldCover_10m_2021_v200_S27E042_Map.tif,S27E042,-27,-24,42,45
ESA_WorldCover_10m_2021_v200_S27E045_Map.tif,S27E045,-27,-24,45,48
ESA_WorldCover_10m_2021_v200_S27E111_Map.tif,S27E111,-27,-24,111,114
ESA_WorldCover_10m_2021_v200_S27E114_Map.tif,S27E114,-27,-24,114,117
ESA_WorldCover_10m_2021_v200_S27E117_Map.tif,S27E117,-27,-24,117,120
ESA_WorldCover_10m_2021_v200_S27E120_Map.tif,S27E120,-27,-24,120,123
ESA_WorldCover_10m_2021_v200_S27E123_Map.tif,S27E123,-27,-24,123,126
ESA_WorldCover_10m_2021_v200_S27E126_Map.tif,S27E126,-27,-24,126,129
ESA_WorldCover_10m_2021_v200_S27E129_Map.tif,S27E129,-27,-24,129,132
ESA_WorldCover_10m_2021_v200_S27E132_Map.tif,S27E132,-27,-24,132,135
ESA_WorldCover_10m_2021_v200_S27E135_Map.tif,S27E135,-27,-24,135,138
ESA_WorldCover_10m_2021_v200_S27E138_Map.tif,S27E138,-27,-24,138,141
ESA_WorldCover_10m_2021_v200_S27E141_Map.tif,S27E141,-27,-24,141,144
ESA_WorldCover_10m_2021_v200_S27E144_Map.tif,S27E144,-27,-24,144,147
ESA_WorldCover_10m_2021_v200_S27E147_Map.tif,S27E147,-27,-24,147,150
ESA_WorldCover_10m_2021_v200_S27E150_Map.tif,S27E150,-27,-24,150,153
ESA_WorldCover_10m_2021_v200_S27E153_Map.tif,S27E153,-27,-24,153,156
ESA_WorldCover_10m_2021_v200_S27W048_Map.tif,S27W048,-27,-24,-48,-45
ESA_WorldCover_10m_2021_v200_S27W051_Map.tif,S27W051,-27,-24,-51,-48
ESA_WorldCover_10m_2021_v200_S27W054_Map.tif,S27W054,-27,-24,-54,-51
ESA_WorldCover_10m_2021_v200_S27W057_Map.tif,S27W057,-27,-24,-57,-54
ESA_WorldCover_10m_2021_v200_S27W060_Map.tif,S27W060,-27,-24,-60,-57
ESA_WorldCover_10m_2021_v200_S27W063_Map.tif,S27W063,-27,-24,-63,-60
ESA_WorldCover_10m_2021_v200_S27W066_Map.tif,S27W066,-27,-24,-66,-63
ESA_WorldCover_10m_2021_v200_S27W069_Map.tif,S27W069,-27,-24,-69,-66
ESA_WorldCover_10m_2021_v200_S27W072_Map.tif,S27W072,-27,-24,-72,-69
ESA_WorldCover_10m_2021_v200_S27W126_Map.tif,S27W126,-27,-24,-126,-123
ESA_WorldCover_10m_2021_v200_S27W129_Map.tif,S27W129,-27,-24,-129,-126
ESA_WorldCover_10m_2021_v200_S27W132_Map.tif,S27W132,-27,-24,-132,-129
ESA_WorldCover_10m_2021_v200_S30E015_Map.tif,S30E015,-30,-27,15,18
ESA_WorldCover_10m_2021_v200_S30E018_Map.tif,S30E018,-30,-27,18,21
ESA_WorldCover_10m_2021_v200_S30E021_Map.tif,S30E021,-30,-27,21,24
ESA_WorldCover_10m_2021_v200_S30E024_Map.tif,S30E024,-30,-27,24,27
ESA_WorldCover_10m_2021_v200_S30E027_Map.tif,S30E027,-30,-27,27,30
ESA_WorldCover_10m_2021_v200_S30E030_Map.tif,S30E030,-30,-27,30,33
ESA_WorldCover_10m_2021_v200_S30E111_Map.tif,S30E111,-30,-27,111,114
ESA_WorldCover_10m_2021_v200_S30E114_Map.tif,S30E114,-30,-27,114,117
ESA_WorldCover_10m_2021_v200_S30E117_Map.tif,S30E117,-30,-27,117,120
ESA_WorldCover_10m_2021_v200_S30E120_Map.tif,S30E120,-30,-27,120,123
ESA_WorldCover_10m_2021_v200_S30E123_Map.tif,S30E123,-30,-27,123,126
