filename,location_str,lat_lower,lat_upper,lon_lower,lon_upper
ESA_WorldCover_10m_2021_v200_N75W021_Map.tif,N75W021,75,78,-21,-18
ESA_WorldCover_10m_2021_v200_N75W024_Map.tif,N75W024,75,78,-24,-21
ESA_WorldCover_10m_2021_v200_N75W027_Map.tif,N75W027,75,78,-27,-24
ESA_WorldCover_10m_2021_v200_N75W030_Map.tif,N75W030,75,78,-30,-27
ESA_WorldCover_10m_2021_v200_N75W033_Map.tif,N75W033,75,78,-33,-30
ESA_WorldCover_10m_2021_v200_N75W036_Map.tif,N75W036,75,78,-36,-33
ESA_WorldCover_10m_2021_v200_N75W039_Map.tif,N75W039,75,78,-39,-36
ESA_WorldCover_10m_2021_v200_N75W042_Map.tif,N75W042,75,78,-42,-39
ESA_WorldCover_10m_2021_v200_N75W045_Map.tif,N75W045,75,78,-45,-42
ESA_WorldCover_10m_2021_v200_N75W048_Map.tif,N75W048,75,78,-48,-45
ESA_WorldCover_10m_2021_v200_N75W051_Map.tif,N75W051,75,78,-51,-48
ESA_WorldCover_10m_2021_v200_N75W054_Map.tif,N75W054,75,78,-54,-51
ESA_WorldCover_10m_2021_v200_N75W057_Map.tif,N75W057,75,78,-57,-54
ESA_WorldCover_10m_2021_v200_N75W060_Map.tif,N75W060,75,78,-60,-57
ESA_WorldCover_10m_2021_v200_N75W063_Map.tif,N75W063,75,78,-63,-60
ESA_WorldCover_10m_2021_v200_N75W066_Map.tif,N75W066,75,78,-66,-63
ESA_WorldCover_10m_2021_v200_N75W069_Map.tif,N75W069,75,78,-69,-66
ESA_WorldCover_10m_2021_v200_N75W072_Map.tif,N75W072,75,78,-72,-69
ESA_WorldCover_10m_2021_v200_N75W075_Map.tif,N75W075,75,78,-75,-72
ESA_WorldCover_10m_2021_v200_N75W078_Map.tif,N75W078,75,78,-78,-75
ESA_WorldCover_10m_2021_v200_N75W081_Map.tif,N75W081,75,78,-81,-78
ESA_WorldCover_10m_2021_v200_N75W084_Map.tif,N75W084,75,78,-84,-81
ESA_WorldCover_10m_2021_v200_N75W087_Map.tif,N75W087,75,78,-87,-84
ESA_WorldCover_10m_2021_v200_N75W090_Map.tif,N75W090,75,78,-90,-87
ESA_WorldCover_10m_2021_v200_N75W093_Map.tif,N75W093,75,78,-93,-90
ESA_WorldCover_10m_2021_v200_N75W096_Map.tif,N75W096,75,78,-96,-93
ESA_WorldCover_10m_2021_v200_N75W099_Map.tif,N75W099,75,78,-99,-96
ESA_WorldCover_10m_2021_v200_N75W102_Map.tif,N75W102,75,78,-102,-99
ESA_WorldCover_10m_2021_v200_N75W105_Map.tif,N75W105,75,78,-105,-102
ESA_WorldCover_10m_2021_v200_N75W108_Map.tif,N75W108,75,78,-108,-105
ESA_WorldCover_10m_2021_v200_N75W111_Map.tif,N75W111,75,78,-111,-108
ESA_WorldCover_10m_2021_v200_N75W114_Map.tif,N75W114,75,78,-114,-111
ESA_WorldCover_10m_2021_v200_N75W117_Map.tif,N75W117,75,78,-117,-114
ESA_WorldCover_10m_2021_v200_N75W120_Map.tif,N75W120,75,78,-120,-117
ESA_WorldCover_10m_2021_v200_N75W123_Map.tif,N75W123,75,78,-123,-120
ESA_WorldCover_10m_2021_v200_N75W126_Map.tif,N75W126,75,78,-126,-123
ESA_WorldCover_10m_2021_v200_N78E009_Map.tif,N78E009,78,81,9,12
ESA_WorldCover_10m_2021_v200_N78E012_Map.tif,N78E012,78,81,12,15
ESA_WorldCover_10m_2021_v200_N78E015_Map.tif,N78E015,78,81,15,18
ESA_WorldCover_10m_2021_v200_N78E018_Map.tif,N78E018,78,81,18,21
ESA_WorldCover_10m_2021_v200_N78E021_Map.tif,N78E021,78,81,21,24
ESA_WorldCover_10m_2021_v200_N78E024_Map.tif,N78E024,78,81,24,27
ESA_WorldCover_10m_2021_v200_N78E027_Map.tif,N78E027,78,81,27,30
ESA_WorldCover_10m_2021_v200_N78E030_Map.tif,N78E030,78,81,30,33
ESA_WorldCover_10m_2021_v200_N78E033_Map.tif,N78E033,78,81,33,36
ESA_WorldCover_10m_2021_v200_N78E036_Map.tif,N78E036,78,81,36,39
ESA_WorldCover_10m_2021_v200_N78E042_Map.tif,N78E042,78,81,42,45
ESA_WorldCover_10m_2021_v200_N78E045_Map.tif,N78E045,78,81,45,48
ESA_WorldCover_10m_2021_v200_N78E048_Map.tif,N78E048,78,81,48,51
ESA_WorldCover_10m_2021_v200_N78E051_Map.tif,N78E051,78,81,51,54
ESA_WorldCover_10m_2021_v200_N78E054_Map.tif,N78E054,78,81,54,57
ESA_WorldCover_10m_2021_v200_N78E057_Map.tif,N78E057,78,81,57,60
ESA_WorldCover_10m_2021_v200_N78E060_Map.tif,N78E060,78,81,60,63
ESA_WorldCover_10m_2021_v200_N78E063_Map.tif,N78E063,78,81,63,66
ESA_WorldCover_10m_2021_v200_N78E075_Map.tif,N78E075,78,81,75,78
ESA_WorldCover_10m_2021_v200_N78E078_Map.tif,N78E078,78,81,78,81
ESA_WorldCover_10m_2021_v200_N78E090_Map.tif,N78E090,78,81,90,93
ESA_WorldCover_10m_2021_v200_N78E093_Map.tif,N78E093,78,81,93,96
ESA_WorldCover_10m_2021_v200_N78E096_Map.tif,N78E096,78,81,96,99
ESA_WorldCover_10m_2021_v200_N78E099_Map.tif,N78E099,78,81,99,102
ESA_WorldCover_10m_2021_v200_N78E102_Map.tif,N78E102,78,81,102,105
ESA_WorldCover_10m_2021_v200_N78E105_Map.tif,N78E105,78,81,105,108
ESA_WorldCover_10m_2021_v200_N78E108_Map.tif,N78E108,78,81,108,111
ESA_WorldCover_10m_2021_v200_N78W015_Map.tif,N78W015,78,81,-15,-12
ESA_WorldCover_10m_2021_v200_N78W018_Map.tif,N78W018,78,81,-18,-15
ESA_WorldCover_10m_2021_v200_N78W021_Map.tif,N78W021,78,81,-21,-18
ESA_WorldCover_10m_2021_v200_N78W024_Map.tif,N78W024,78,81,-24,-21
ESA_WorldCover_10m_2021_v200_N78W027_Map.tif,N78W027,78,81,-27,-24
ESA_WorldCover_10m_2021_v200_N78W030_Map.tif,N78W030,78,81,-30,-27
ESA_WorldCover_10m_2021_v200_N78W033_Map.tif,N78W033,78,81,-33,-30
ESA_WorldCover_10m_2021_v200_N78W036_Map.tif,N78W036,78,81,-36,-33
ESA_WorldCover_10m_2021_v200_N78W039_Map.tif,N78W039,78,81,-39,-36
ESA_WorldCover_10m_2021_v200_N78W042_Map.tif,N78W042,78,81,-42,-39
ESA_WorldCover_10m_2021_v200_N78W045_Map.tif,N78W045,78,81,-45,-42
ESA_WorldCover_10m_2021_v200_N78W048_Map.tif,N78W048,78,81,-48,-45
ESA_WorldCover_10m_2021_v200_N78W051_Map.tif,N78W051,78,81,-51,-48
ESA_WorldCover_10m_2021_v200_N78W054_Map.tif,N78W054,78,81,-54,-51
ESA_WorldCover_10m_2021_v200_N78W057_Map.tif,N78W057,78,81,-57,-54
ESA_WorldCover_10m_2021_v200_N78W060_Map.tif,N78W060,78,81,-60,-57
ESA_WorldCover_10m_2021_v200_N78W063_Map.tif,N78W063,78,81,-63,-60
ESA_WorldCover_10m_2021_v200_N78W066_Map.tif,N78W066,78,81,-66,-63
ESA_WorldCover_10m_2021_v200_N78W069_Map.tif,N78W069,78,81,-69,-66
ESA_WorldCover_10m_2021_v200_N78W072_Map.tif,N78W072,78,81,-72,-69
ESA_WorldCover_10m_2021_v200_N78W075_Map.tif,N78W075,78,81,-75,-72
ESA_WorldCover_10m_2021_v200_N78W078_Map.tif,N78W078,78,81,-78,-75
ESA_WorldCover_10m_2021_v200_N78W081_Map.tif,N78W081,78,81,-81,-78
ESA_WorldCover_10m_2021_v200_N78W084_Map.tif,N78W084,78,81,-84,-81
ESA_WorldCover_10m_2021_v200_N78W087_Map.tif,N78W087,78,81,-87,-84
ESA_WorldCover_10m_2021_v200_N78W090_Map.tif,N78W090,78,81,-90,-87
ESA_WorldCover_10m_2021_v200_N78W093_Map.tif,N78W093,78,81,-93,-90
ESA_WorldCover_10m_2021_v200_N78W096_Map.tif,N78W096,78,81,-96,-93
ESA_WorldCover_10m_2021_v200_N78W099_Map.tif,N78W099,78,81,-99,-96
ESA_WorldCover_10m_2021_v200_N78W102_Map.tif,N78W102,78,81,-102,-99
ESA_WorldCover_10m_2021_v200_N78W105_Map.tif,N78W105,78,81,-105,-102
ESA_WorldCover_10m_2021_v200_N78W108_Map.tif,N78W108,78,81,-108,-105
ESA_WorldCover_10m_2021_v200_N78W111_Map.tif,N78W111,78,81,-111,-108
ESA_WorldCover_10m_2021_v200_N78W114_Map.tif,N78W114,78,81,-114,-111
ESA_WorldCover_10m_2021_v200_N78W117_Map.tif,N78W117,78,81,-117,-114
ESA_WorldCover_10m_2021_v200_N81E048_Map.tif,N81E048,81,84,48,51
ESA_WorldCover_10m_2021_v200_N81E051_Map.tif,N81E051,81,84,51,54
ESA_WorldCover_10m_2021_v200_N81E054_Map.tif,N81E054,81,84,54,57
ESA_WorldCover_10m_2021_v200_N81E057_Map.tif,N81E057,81,84,57,60
ESA_WorldCover_10m_2021_v200_N81E060_Map.tif,N81E060,81,84,60,63
ESA_WorldCover_10m_2021_v200_N81E063_Map.tif,N81E063,81,84,63,66
ESA_WorldCover_10m_2021_v200_N81E078_Map.tif,N81E078,81,84,78,81
ESA_WorldCover_10m_2021_v200_N81E087_Map.tif,N81E087,81,84,87,90
ESA_WorldCover_10m_2021_v200_N81E090_Map.tif,N81E090,81,84,90,93
ESA_WorldCover_10m_2021_v200_N81E093_Map.tif,N81E093,81,84,93,96
ESA_WorldCover_10m_2021_v200_N81E096_Map.tif,N81E096,81,84,96,99
ESA_WorldCover_10m_2021_v200_N81W012_Map.tif,N81W012,81,84,-12,-9
ESA_WorldCover_10m_2021_v200_N81W015_Map.tif,N81W015,81,84,-15,-12
ESA_WorldCover_10m_2021_v200_N81W018_Map.tif,N81W018,81,84,-18,-15
ESA_WorldCover_10m_2021_v200_N81W021_Map.tif,N81W021,81,84,-21,-18
ESA_WorldCover_10m_2021_v200_N81W024_Map.tif,N81W024,81,84,-24,-21
ESA_WorldCover_10m_2021_v200_N81W027_Map.tif,N81W027,81,84,-27,-24
ESA_WorldCover_10m_2021_v200_N81W030_Map.tif,N81W030,81,84,-30,-27
ESA_WorldCover_10m_2021_v200_N81W033_Map.tif,N81W033,81,84,-33,-30
ESA_WorldCover_10m_2021_v200_N81W036_Map.tif,N81W036,81,84,-36,-33
ESA_WorldCover_10m_2021_v200_N81W039_Map.tif,N81W039,81,84,-39,-36
ESA_WorldCover_10m_2021_v200_N81W042_Map.tif,N81W042,81,84,-42,-39
ESA_WorldCover_10m_2021_v200_N81W045_Map.tif,N81W045,81,84,-45,-42
ESA_WorldCover_10m_2021_v200_N81W048_Map.tif,N81W048,81,84,-48,-45
ESA_WorldCover_10m_2021_v200_N81W051_Map.tif,N81W051,81,84,-51,-48
ESA_WorldCover_10m_2021_v200_N81W054_Map.tif,N81W054,81,84,-54,-51
ESA_WorldCover_10m_2021_v200_N81W057_Map.tif,N81W057,81,84,-57,-54
ESA_WorldCover_10m_2021_v200_N81W060_Map.tif,N81W060,81,84,-60,-57
ESA_WorldCover_10m_2021_v200_N81W063_Map.tif,N81W063,81,84,-63,-60
ESA_WorldCover_10m_2021_v200_N81W066_Map.tif,N81W066,81,84,-66,-63
ESA_WorldCover_10m_2021_v200_N81W069_Map.tif,N81W069,81,84,-69,-66
ESA_WorldCover_10m_2021_v200_N81W072_Map.tif,N81W072,81,84,-72,-69
ESA_WorldCover_10m_2021_v200_N81W075_Map.tif,N81W075,81,84,-75,-72
ESA_WorldCover_10m_2021_v200_N81W078_Map.tif,N81W078,81,84,-78,-75
ESA_WorldCover_10m_2021_v200_N81W081_Map.tif,N81W081,81,84,-81,-78
ESA_WorldCover_10m_2021_v200_N81W084_Map.tif,N81W084,81,84,-84,-81
ESA_WorldCover_10m_2021_v200_N81W087_Map.tif,N81W087,81,84,-87,-84
ESA_WorldCover_10m_2021_v200_N81W090_Map.tif,N81W090,81,84,-90,-87
ESA_WorldCover_10m_2021_v200_N81W093_Map.tif,N81W093,81,84,-93,-90
ESA_WorldCover_10m_2021_v200_N81W096_Map.tif,N81W096,81,84,-96,-93
ESA_WorldCover_10m_2021_v200_S03E006_Map.tif,S03E006,-3,0,6,9
ESA_WorldCover_10m_2021_v200_S03E009_Map.tif,S03E009,-3,0,9,12
ESA_WorldCover_10m_2021_v200_S03E012_Map.tif,S03E012,-3,0,12,15
ESA_WorldCover_10m_2021_v200_S03E015_Map.tif,S03E015,-3,0,15,18
ESA_WorldCover_10m_2021_v200_S03E018_Map.tif,S03E018,-3,0,18,21
ESA_WorldCover_10m_2021_v200_S03E021_Map.tif,S03E021,-3,0,21,24
ESA_WorldCover_10m_2021_v200_S03E024_Map.tif,S03E024,-3,0,24,27
ESA_WorldCover_10m_2021_v200_S03E027_Map.tif,S03E027,-3,0,27,30
ESA_WorldCover_10m_2021_v200_S03E030_Map.tif,S03E030,-3,0,30,33
ESA_WorldCover_10m_2021_v200_S03E033_Map.tif,S03E033,-3,0,33,36
ESA_WorldCover_10m_2021_v200_S03E036_Map.tif,S03E036,-3,0,36,39
ESA_WorldCover_10m_2021_v200_S03E039_Map.tif,S03E039,-3,0,39,42
ESA_WorldCover_10m_2021_v200_S03E042_Map.tif,S03E042,-3,0,42,45
ESA_WorldCover_10m_2021_v200_S03E072_Map.tif,S03E072,-3,0,72,75
ESA_WorldCover_10m_2021_v200_S03E096_Map.tif,S03E096,-3,0,96,99
ESA_WorldCover_10m_2021_v200_S03E099_Map.tif,S03E099,-3,0,99,102
ESA_WorldCover_10m_2021_v200_S03E102_Map.tif,S03E102,-3,0,102,105
ESA_WorldCover_10m_2021_v200_S03E105_Map.tif,S03E105,-3,0,105,108
ESA_WorldCover_10m_2021_v200_S03E108_Map.tif,S03E108,-3,0,108,111
ESA_WorldCover_10m_2021_v200_S03E111_Map.tif,S03E111,-3,0,111,114
ESA_WorldCover_10m_2021_v200_S03E114_Map.tif,S03E114,-3,0,114,117
ESA_WorldCover_10m_2021_v200_S03E117_Map.tif,S03E117,-3,0,117,120
ESA_WorldCover_10m_2021_v200_S03E120_Map.tif,S03E120,-3,0,120,123
ESA_WorldCover_10m_2021_v200_S03E123_Map.tif,S03E123,-3,0,123,126
ESA_WorldCover_10m_2021_v200_S03E126_Map.tif,S03E126,-3,0,126,129
ESA_WorldCover_10m_2021_v200_S03E129_Map.tif,S03E129,-3,0,129,132
ESA_WorldCover_10m_2021_v200_S03E132_Map.tif,S03E132,-3,0,132,135
ESA_WorldCover_10m_2021_v200_S03E135_Map.tif,S03E135,-3,0,135,138
ESA_WorldCover_10m_2021_v200_S03E138_Map.tif,S03E138,-3,0,138,141
ESA_WorldCover_10m_2021_v200_S03E141_Map.tif,S03E141,-3,0,141,144
ESA_WorldCover_10m_2021_v200_S03E144_Map.tif,S03E144,-3,0,144,147
ESA_WorldCover_10m_2021_v200_S03E147_Map.tif,S03E147,-3,0,147,150
ESA_WorldCover_10m_2021_v200_S03E150_Map.tif,S03E150,-3,0,150,153
ESA_WorldCover_10m_2021_v200_S03E165_Map.tif,S03E165,-3,0,165,168
ESA_WorldCover_10m_2021_v200_S03E174_Map.tif,S03E174,-3,0,174,177
ESA_WorldCover_10m_2021_v200_S03W042_Map.tif,S03W042,-3,0,-42,-39
ESA_WorldCover_10m_2021_v200_S03W045_Map.tif,S03W045,-3,0,-45,-42
ESA_WorldCover_10m_2021_v200_S03W048_Map.tif,S03W048,-3,0,-48,-45
ESA_WorldCover_10m_2021_v200_S03W051_Map.tif,S03W051,-3,0,-51,-48
ESA_WorldCover_10m_2021_v200_S03W054_Map.tif,S03W054,-3,0,-54,-51
ESA_WorldCover_10m_2021_v200_S03W057_Map.tif,S03W057,-3,0,-57,-54
ESA_WorldCover_10m_2021_v200_S03W060_Map.tif,S03W060,-3,0,-60,-57
ESA_WorldCover_10m_2021_v200_S03W063_Map.tif,S03W063,-3,0,-63,-60
ESA_WorldCover_10m_2021_v200_S03W066_Map.tif,S03W066,-3,0,-66,-63
ESA_WorldCover_10m_2021_v200_S03W069_Map.tif,S03W069,-3,0,-69,-66
ESA_WorldCover_10m_2021_v200_S03W072_Map.tif,S03W072,-3,0,-72,-69
ESA_WorldCover_10m_2021_v200_S03W075_Map.tif,S03W075,-3,0,-75,-72
ESA_WorldCover_10m_2021_v200_S03W078_Map.tif,S03W078,-3,0,-78,-75
ESA_WorldCover_10m_2021_v200_S03W081_Map.tif,S03W081,-3,0,-81,-78
ESA_WorldCover_10m_2021_v200_S03W084_Map.tif,S03W084,-3,0,-84,-81
ESA_WorldCover_10m_2021_v200_S03W090_Map.tif,S03W090,-3,0,-90,-87
ESA_WorldCover_10m_2021_v200_S03W093_Map.tif,S03W093,-3,0,-93,-90
ESA_WorldCover_10m_2021_v200_S03W162_Map.tif,S03W162,-3,0,-162,-159
ESA_WorldCover_10m_2021_v200_S06E009_Map.tif,S06E009,-6,-3,9,12
ESA_WorldCover_10m_2021_v200_S06E012_Map.tif,S06E012,-6,-3,12,15
ESA_WorldCover_10m_2021_v200_S06E015_Map.tif,S06E015,-6,-3,15,18
ESA_WorldCover_10m_2021_v200_S06E018_Map.tif,S06E018,-6,-3,18,21
ESA_WorldCover_10m_2021_v200_S06E021_Map.tif,S06E021,-6,-3,21,24
ESA_WorldCover_10m_2021_v200_S06E024_Map.tif,S06E024,-6,-3,24,27
ESA_WorldCover_10m_2021_v200_S06E027_Map.tif,S06E027,-6,-3,27,30
ESA_WorldCover_10m_2021_v200_S06E030_Map.tif,S06E030,-6,-3,30,33
ESA_WorldCover_10m_2021_v200_S06E033_Map.tif,S06E033,-6,-3,33,36
ESA_WorldCover_10m_2021_v200_S06E036_Map.tif,S06E036,-6,-3,36,39
ESA_WorldCover_10m_2021_v200_S06E039_Map.tif,S06E039,-6,-3,39,42
ESA_WorldCover_10m_2021_v200_S06E051_Map.tif,S06E051,-6,-3,51,54
ESA_WorldCover_10m_2021_v200_S06E054_Map.tif,S06E054,-6,-3,54,57
ESA_WorldCover_10m_2021_v200_S06E069_Map.tif,S06E069,-6,-3,69,72
ESA_WorldCover_10m_2021_v200_S06E072_Map.tif,S06E072,-6,-3,72,75
ESA_WorldCover_10m_2021_v200_S06E099_Map.tif,S06E099,-6,-3,99,102
ESA_WorldCover_10m_2021_v200_S06E102_Map.tif,S06E102,-6,-3,102,105
ESA_WorldCover_10m_2021_v200_S06E105_Map.tif,S06E105,-6,-3,105,108
ESA_WorldCover_10m_2021_v200_S06E108_Map.tif,S06E108,-6,-3,108,111
ESA_WorldCover_10m_2021_v200_S06E111_Map.tif,S06E111,-6,-3,111,114
ESA_WorldCover_10m_2021_v200_S06E114_Map.tif,S06E114,-6,-3,114,117
ESA_WorldCover_10m_2021_v200_S06E117_Map.tif,S06E117,-6,-3,117,120
ESA_WorldCover_10m_2021_v200_S06E120_Map.tif,S06E120,-6,-3,120,123
ESA_WorldCover_10m_2021_v200_S06E123_Map.tif,S06E123,-6,-3,123,126
ESA_WorldCover_10m_2021_v200_S06E126_Map.tif,S06E126,-6,-3,126,129
ESA_WorldCover_10m_2021_v200_S06E129_Map.tif,S06E129,-6,-3,129,132
ESA_WorldCover_10m_2021_v200_S06E132_Map.tif,S06E132,-6,-3,132,135
ESA_WorldCover_10m_2021_v200_S06E135_Map.tif,S06E135,-6,-3,135,138
ESA_WorldCover_10m_2021_v200_S06E138_Map.tif,S06E138,-6,-3,138,141
ESA_WorldCover_10m_2021_v200_S06E141_Map.tif,S06E141,-6,-3,141,144
ESA_WorldCover_10m_2021_v200_S06E144_Map.tif,S06E144,-6,-3,144,147
ESA_WorldCover_10m_2021_v200_S06E147_Map.tif,S06E147,-6,-3,147,150
ESA_WorldCover_10m_2021_v200_S06E150_Map.tif,S06E150,-6,-3,150,153
ESA_WorldCover_10m_2021_v200_S06E153_Map.tif,S06E153,-6,-3,153,156
ESA_WorldCover_10m_2021_v200_S06E156_Map.tif,S06E156,-6,-3,156,159
ESA_WorldCover_10m_2021_v200_S06E159_Map.tif,S06E159,-6,-3,159,162
ESA_WorldCover_10m_2021_v200_S06E174_Map.tif,S06E174,-6,-3,174,177
ESA_WorldCover_10m_2021_v200_S06W033_Map.tif,S06W033,-6,-3,-33,-30
ESA_WorldCover_10m_2021_v200_S06W036_Map.tif,S06W036,-6,-3,-36,-33
ESA_WorldCover_10m_2021_v200_S06W039_Map.tif,S06W039,-6,-3,-39,-36
ESA_WorldCover_10m_2021_v200_S06W042_Map.tif,S06W042,-6,-3,-42,-39
ESA_WorldCover_10m_2021_v200_S06W045_Map.tif,S06W045,-6,-3,-45,-42
ESA_WorldCover_10m_2021_v200_S06W048_Map.tif,S06W048,-6,-3,-48,-45
ESA_WorldCover_10m_2021_v200_S06W051_Map.tif,S06W051,-6,-3,-51,-48
ESA_WorldCover_10m_2021_v200_S06W054_Map.tif,S06W054,-6,-3,-54,-51
ESA_WorldCover_10m_2021_v200_S06W057_Map.tif,S06W057,-6,-3,-57,-54
ESA_WorldCover_10m_2021_v200_S06W060_Map.tif,S06W060,-6,-3,-60,-57
ESA_WorldCover_10m_2021_v200_S06W063_Map.tif,S06W063,-6,-3,-63,-60
ESA_WorldCover_10m_2021_v200_S06W066_Map.tif,S06W066,-6,-3,-66,-63
ESA_WorldCover_10m_2021_v200_S06W069_Map.tif,S06W069,-6,-3,-69,-66
ESA_WorldCover_10m_2021_v200_S06W072_Map.tif,S06W072,-6,-3,-72,-69
ESA_WorldCover_10m_2021_v200_S06W075_Map.tif,S06W075,-6,-3,-75,-72
ESA_WorldCover_10m_2021_v200_S06W078_Map.tif,S06W078,-6,-3,-78,-75
ESA_WorldCover_10m_2021_v200_S06W081_Map.tif,S06W081,-6,-3,-81,-78
ESA_WorldCover_10m_2021_v200_S06W084_Map.tif,S06W084,-6,-3,-84,-81
ESA_WorldCover_10m_2021_v200_S06W156_Map.tif,S06W156,-6,-3,-156,-153
ESA_WorldCover_10m_2021_v200_S06W159_Map.tif,S06W159,-6,-3,-159,-156
ESA_WorldCover_10m_2021_v200_S09E012_Map.tif,S09E012,-9,-6,12,15
ESA_WorldCover_10m_2021_v200_S09E015_Map.tif,S09E015,-9,-6,15,18
ESA_WorldCover_10m_2021_v200_S09E018_Map.tif,S09E018,-9,-6,18,21
ESA_WorldCover_10m_2021_v200_S09E021_Map.tif,S09E021,-9,-6,21,24
ESA_WorldCover_10m_2021_v200_S09E024_Map.tif,S09E024,-9,-6,24,27
ESA_WorldCover_10m_2021_v200_S09E027_Map.tif,S09E027,-9,-6,27,30
ESA_WorldCover_10m_2021_v200_S09E030_Map.tif,S09E030,-9,-6,30,33
ESA_WorldCover_10m_2021_v200_S09E033_Map.tif,S09E033,-9,-6,33,36
ESA_WorldCover_10m_2021_v200_S09E036_Map.tif,S09E036,-9,-6,36,39
ESA_WorldCover_10m_2021_v200_S09E039_Map.tif,S09E039,-9,-6,39,42
ESA_WorldCover_10m_2021_v200_S09E069_Map.tif,S09E069,-9,-6,69,72
ESA_WorldCover_10m_2021_v200_S09E072_Map.tif,S09E072,-9,-6,72,75
ESA_WorldCover_10m_2021_v200_S09E105_Map.tif,S09E105,-9,-6,105,108
ESA_WorldCover_10m_2021_v200_S09E108_Map.tif,S09E108,-9,-6,108,111
ESA_WorldCover_10m_2021_v200_S09E111_Map.tif,S09E111,-9,-6,111,114
ESA_WorldCover_10m_2021_v200_S09E114_Map.tif,S09E114,-9,-6,114,117
ESA_WorldCover_10m_2021_v200_S09E117_Map.tif,S09E117,-9,-6,117,120
ESA_WorldCover_10m_2021_v200_S09E120_Map.tif,S09E120,-9,-6,120,123
ESA_WorldCover_10m_2021_v200_S09E123_Map.tif,S09E123,-9,-6,123,126
ESA_WorldCover_10m_2021_v200_S09E126_Map.tif,S09E126,-9,-6,126,129
ESA_WorldCover_10m_2021_v200_S09E129_Map.tif,S09E129,-9,-6,129,132
ESA_WorldCover_10m_2021_v200_S09E132_Map.tif,S09E132,-9,-6,132,135
ESA_WorldCover_10m_2021_v200_S09E135_Map.tif,S09E135,-9,-6,135,138
ESA_WorldCover_10m_2021_v200_S09E138_Map.tif,S09E138,-9,-6,138,141
ESA_WorldCover_10m_2021_v200_S09E141_Map.tif,S09E141,-9,-6,141,144
ESA_WorldCover_10m_2021_v200_S09E144_Map.tif,S09E144,-9,-6,144,147
ESA_WorldCover_10m_2021_v200_S09E147_Map.tif,S09E147,-9,-6,147,150
ESA_WorldCover_10m_2021_v200_S09E150_Map.tif,S09E150,-9,-6,150,153
ESA_WorldCover_10m_2021_v200_S09E153_Map.tif,S09E153,-9,-6,153,156
ESA_WorldCover_10m_2021_v200_S09E156_Map.tif,S09E156,-9,-6,156,159
ESA_WorldCover_10m_2021_v200_S09E159_Map.tif,S09E159,-9,-6,159,162
ESA_WorldCover_10m_2021_v200_S09E162_Map.tif,S09E162,-9,-6,162,165
ESA_WorldCover_10m_2021_v200_S09E174_Map.tif,S09E174,-9,-6,174,177
ESA_WorldCover_10m_2021_v200_S09E177_Map.tif,S09E177,-9,-6,177,180
ESA_WorldCover_10m_2021_v200_S09W015_Map.tif,S09W015,-9,-6,-15,-12
ESA_WorldCover_10m_2021_v200_S09W036_Map.tif,S09W036,-9,-6,-36,-33
ESA_WorldCover_10m_2021_v200_S09W039_Map.tif,S09W039,-9,-6,-39,-36
ESA_WorldCover_10m_2021_v200_S09W042_Map.tif,S09W042,-9,-6,-42,-39
ESA_WorldCover_10m_2021_v200_S09W045_Map.tif,S09W045,-9,-6,-45,-42
ESA_WorldCover_10m_2021_v200_S09W048_Map.tif,S09W048,-9,-6,-48,-45
ESA_WorldCover_10m_2021_v200_S09W051_Map.tif,S09W051,-9,-6,-51,-48
ESA_WorldCover_10m_2021_v200_S09W054_Map.tif,S09W054,-9,-6,-54,-51
ESA_WorldCover_10m_2021_v200_S09W057_Map.tif,S09W057,-9,-6,-57,-54
ESA_WorldCover_10m_2021_v200_S09W060_Map.tif,S09W060,-9,-6,-60,-57
ESA_WorldCover_10m_2021_v200_S09W063_Map.tif,S09W063,-9,-6,-63,-60
ESA_WorldCover_10m_2021_v200_S09W066_Map.tif,S09W066,-9,-6,-66,-63
ESA_WorldCover_10m_2021_v200_S09W069_Map.tif,S09W069,-9,-6,-69,-66
ESA_WorldCover_10m_2021_v200_S09W072_Map.tif,S09W072,-9,-6,-72,-69
ESA_WorldCover_10m_2021_v200_S09W075_Map.tif,S09W075,-9,-6,-75,-72
ESA_WorldCover_10m_2021_v200_S09W078_Map.tif,S09W078,-9,-6,-78,-75
ESA_WorldCover_10m_2021_v200_S09W081_Map.tif,S09W081,-9,-6,-81,-78
ESA_WorldCover_10m_2021_v200_S09W084_Map.tif,S09W084,-9,-6,-84,-81
ESA_WorldCover_10m_2021_v200_S09W141_Map.tif,S09W141,-9,-6,-141,-138
ESA_WorldCover_10m_2021_v200_S09W159_Map.tif,S09W159,-9,-6,-159,-156
ESA_WorldCover_10m_2021_v200_S12E012_Map.tif,S12E012,-12,-9,12,15
ESA_WorldCover_10m_2021_v200_S12E015_Map.tif,S12E015,-12,-9,15,18
ESA_WorldCover_10m_2021_v200_S12E018_Map.tif,S12E018,-12,-9,18,21
ESA_WorldCover_10m_2021_v200_S12E021_Map.tif,S12E021,-12,-9,21,24
ESA_WorldCover_10m_2021_v200_S12E024_Map.tif,S12E024,-12,-9,24,27
ESA_WorldCover_10m_2021_v200_S12E027_Map.tif,S12E027,-12,-9,27,30
ESA_WorldCover_10m_2021_v200_S12E030_Map.tif,S12E030,-12,-9,30,33
ESA_WorldCover_10m_2021_v200_S12E033_Map.tif,S12E033,-12,-9,33,36
